,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
15,323573190656.0,323573592064.0,323573649408.0,323573690368.0,323573768192.0,323573805056.0,323573833728.0,323574149120.0,323574231040.0,323574669312.0,323574677504.0,323574706176.0,323574829056.0,323575046144.0,323575095296.0,323575341056.0,323575394304.0,323575648256.0,323575672832.0,323575898112.0,323575926784.0,323576193024.0,323576418304.0,323576451072.0,323576463360.0
16,3836.4,2959.2,3577.2,3353.0,3791.4,3437.6,2774.4,6650.4,7103.8,7118.4,6460.0,6806.2,7237.6,6286.6,7086.4,7235.0,6744.4,6700.4,6189.8,3872.6,3821.4,3902.6,4157.0,3033.4,3814.0
17,5323.6,4655.6,5168.2,4966.8,5277.8,4912.4,4387.0,7054.2,7418.4,7308.2,6704.2,7096.6,7466.4,6779.0,7343.4,7532.0,6991.8,6857.6,6575.0,5237.4,5395.6,5493.4,5877.6,4687.6,5370.4
18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,11.0,10.0,12.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
19,4.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,0.0,1.0,4.0,5.0,4.0,4.0,9.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0
20,9.2,10.6,8.8,10.6,8.8,8.8,10.2,11.0,10.2,9.2,9.2,10.8,9.0,9.6,8.6,10.0,9.8,9.2,10.0,9.0,10.4,9.4,9.8,9.8,8.4
21,8.2,7.87,8.12,7.63,7.34,6.99,6.75,7.25,7.87,8.28,8.66,8.85,9.18,10.13,10.52,10.64,10.99,10.51,10.79,10.24,9.58,9.06,8.57,8.12,7.87
22,7.22,7.16,7.23,7.14,7.09,7.02,6.97,7.07,7.2,7.3,7.39,7.45,7.55,7.77,7.89,7.96,8.08,8.02,8.12,8.06,7.95,7.87,7.79,7.71,7.67
23,9.06,9.03,9.04,9.01,8.98,8.95,8.92,8.94,8.97,9.0,9.02,9.03,9.05,9.12,9.15,9.16,9.19,9.17,9.2,9.17,9.13,9.1,9.06,9.03,9.01
24,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0,40202448896.0
25,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0,19795492864.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,158.6,193.8,164.8,169.0,148.0,175.4,161.0,199.0,159.8,185.4,146.0,171.2,172.6,136.6,136.2,199.2,193.4,188.8,175.2,156.0,180.4,164.2,166.0,154.0,147.4
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5568.0,5568.0,5568.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5568.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0,5760.0
33,666063.0,666071.0,666063.0,666059.0,666050.0,666060.0,666053.0,666129.0,666139.0,666124.0,666131.0,666123.0,666123.0,666137.0,666135.0,666129.0,666127.0,666133.0,666132.0,666072.0,666061.0,666058.0,666056.0,666072.0,666070.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
38,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,5212.0,5212.0,5212.0,5212.0,5212.0,5212.0,5212.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5222.0,5212.0,5212.0,5212.0,5218.0,5212.0,5212.0
43,82.0,82.0,82.0,82.0,82.0,82.0,82.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,82.0,82.0,82.0,82.0,82.0,82.0
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
48,79.0,79.0,79.0,79.0,79.0,79.0,79.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,79.0,79.0,79.0,79.0,79.0,79.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
56,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
57,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,7807.4,6059.4,5037.2,6443.0,5213.4,7035.4,5705.0,108635.8,12249.6,6183.2,5437.0,6769.0,8105.8,5229.2,5557.4,6320.4,8013.6,5987.6,5638.2,6227.8,8258.0,5846.0,6030.0,5715.8,4340.2
60,5258.0,5783.8,4818.6,6000.6,4856.4,4782.0,5582.6,9283.8,5678.4,5257.4,4944.6,6187.0,5269.6,5100.6,4866.8,5851.4,5484.0,5143.0,5470.4,5147.8,5951.6,5241.6,5898.4,4989.0,4345.0
61,5181.6,5661.2,4916.2,6043.4,5034.2,4528.6,5621.4,5219.6,5384.8,5414.4,4795.4,6289.0,5283.8,4804.2,4937.0,5962.0,5369.2,4960.6,5589.4,8767.6,6208.2,5184.0,5753.4,4948.0,4158.6
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0,254995.0
68,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
69,47711451.0,47711834.0,47711775.0,47710769.0,47710752.0,47711278.0,47711883.0,47701964.0,47701565.0,47702769.0,47702801.0,47702755.0,47703385.0,47702310.0,47702890.0,47702769.0,47702954.0,47702968.0,47702868.0,47711917.0,47712531.0,47711073.0,47710717.0,47711492.0,47711569.0
70,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0,16942.0
71,75.0,76.0,75.0,74.0,74.0,75.0,75.0,85.0,87.0,84.0,85.0,84.0,85.0,86.0,85.0,85.0,85.0,84.0,85.0,76.0,76.0,75.0,74.0,75.0,76.0
72,0.073,0.074,0.073,0.072,0.072,0.073,0.073,0.083,0.085,0.082,0.083,0.082,0.083,0.084,0.083,0.083,0.083,0.082,0.083,0.074,0.074,0.073,0.072,0.073,0.074
73,66.0,67.0,66.0,65.0,66.0,67.0,66.0,76.0,77.0,75.0,77.0,75.0,75.0,77.0,76.0,76.0,77.0,76.0,76.0,67.0,67.0,67.0,66.0,66.0,66.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
76,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1.0,33.0,33.0,33.0,1.0,33.0,33.0,33.0,34.0,33.0,66.0,1.0,34.0,66.0,65.0,65.0,33.0,1.0,32.0,34.0,2.0,35.0,34.0,1.0,32.0
80,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,34.0,1.0,1.0,1.0,1.0,1.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,6.0,36.0,34.0,35.0,4.0,37.0,35.0,48.0,46.0,44.0,76.0,16.0,47.0,76.0,75.0,75.0,43.0,13.0,45.0,35.0,7.0,36.0,37.0,3.0,34.0
83,1.0,6.0,4.0,4.0,3.0,5.0,35.0,19.0,13.0,14.0,15.0,11.0,11.0,43.0,15.0,15.0,13.0,11.0,11.0,35.0,2.0,1.0,1.0,2.0,6.0
84,6.0,3.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,9.0,5.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,7.0,4.0,2.0,3.0,5.0,3.0
85,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0
86,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
87,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
88,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
90,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
91,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
92,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0
93,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
94,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0,16384.0
95,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
96,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
97,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0
98,2690235.0,2690360.0,2690395.0,2690514.0,2690553.0,2690675.0,2690794.0,2690923.0,2690988.0,2691050.0,2691109.0,2691154.0,2691264.0,2691349.0,2691446.0,2691539.0,2691654.0,2691809.0,2691893.0,2691985.0,2692013.0,2692084.0,2692109.0,2692217.0,2692217.0
99,1133016.0,1133063.0,1133069.0,1133075.0,1133079.0,1133085.0,1133086.0,1133126.0,1133134.0,1133139.0,1133141.0,1133146.0,1133162.0,1133186.0,1133186.0,1133186.0,1133227.0,1133260.0,1133261.0,1133290.0,1133291.0,1133329.0,1133334.0,1133337.0,1133337.0
100,26407461.0,26407606.0,26407660.0,26407874.0,26408018.0,26408205.0,26408349.0,26408591.0,26408711.0,26408837.0,26409005.0,26409156.0,26409460.0,26409572.0,26409721.0,26409919.0,26410103.0,26410430.0,26410565.0,26410743.0,26410809.0,26410981.0,26411058.0,26411245.0,26411248.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,754.0,703.0,730.0,356.0,1046.0,723.0,684.0,719.0,718.0,739.0,744.0,330.0,1046.0,719.0,388.0,338.0,728.0,705.0,333.0,748.0,703.0,750.0,703.0,668.0,355.0
103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,61778607634.0,61779017234.0,61779041810.0,61779082770.0,61779181074.0,61779189266.0,61779254802.0,61779566098.0,61779623442.0,61780033042.0,61780057618.0,61780114962.0,61780221458.0,61780418066.0,61780483602.0,61780721170.0,61780762130.0,61781024274.0,61781048850.0,61781278226.0,61781310994.0,61781753362.0,61781786130.0,61781802514.0,61781835282.0
105,11468.8,81920.0,4915.2,8192.0,19660.8,1638.4,13107.2,62259.2,11468.8,81920.0,4915.2,11468.8,21299.2,39321.6,13107.2,47513.6,8192.0,52428.8,4915.2,45875.2,6553.6,88473.6,6553.6,3276.8,6553.6
106,224.0,92.2,121.8,161.4,183.8,175.0,106.2,205.6,146.4,70.0,172.2,158.0,268.2,79.8,292.4,95.2,156.6,218.4,119.4,79.0,160.4,204.0,137.2,128.4,111.8
107,468.6,176.8,300.6,376.2,218.2,332.2,242.0,360.0,215.6,200.6,302.4,335.2,498.6,200.2,545.4,139.0,377.8,441.2,166.8,180.2,282.4,364.2,228.6,248.8,169.2
108,17.8,6.0,14.8,16.8,2.0,12.0,10.8,11.8,4.0,10.0,10.0,13.0,18.0,9.0,19.8,3.8,17.0,16.0,3.0,7.0,9.0,11.8,6.0,9.0,4.0
109,241.0,96.0,140.0,178.0,172.0,165.0,116.0,211.0,148.0,104.0,168.0,175.0,268.0,104.0,261.0,88.0,185.0,220.0,113.0,111.0,164.0,215.0,150.0,137.0,106.0
110,9.0,2.0,5.0,3.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,10.0,5.0,6.0,5.0,6.0,5.0,2.0,8.0,2.0,8.0,2.0,5.0,3.0
